Player	Salary	Year
Joel Przybilla	$1,500,000	2004
Jason Collier	$1,500,000	2004
Bostjan Nachbar	$1,493,880	2004
Kris Humphries	$1,481,400	2004
Earl Watson	$1,458,000	2004
Reece Gaines	$1,454,640	2004
Mike Wilks	$1,440,092	2004
Jiri Welsch	$1,419,240	2004
Al Jefferson	$1,407,240	2004
Jason Hart	$1,400,000	2004
Eddie House	$1,388,327	2004
Troy Bell	$1,381,920	2004
Juan Dixon	$1,348,200	2004
Walter McCarty	$1,337,500	2004
Kirk Snyder	$1,336,920	2004
Raja Bell	$1,320,000	2004
Daniel Santiago	$1,320,000	2004
Zarko Cabarkapa	$1,312,800	2004
Kevin Willis	$1,300,000	2004
Curtis Borchardt	$1,280,880	2004
Nate Huffman	$1,280,000	2004
Josh Smith	$1,270,080	2004
David West	$1,247,160	2004
Ryan Humphrey	$1,223,160	2004
JR Smith	$1,206,600	2004
John Amaechi	$1,200,000	2004
Rasual Butler	$1,200,000	2004
Aleksandar Pavlovic	$1,191,000	2004
Kareem Rush	$1,174,200	2004
Dorell Wright	$1,152,240	2004
Dahntay Jones	$1,143,360	2004
Qyntel Woods	$1,127,280	2004
Jameer Nelson	$1,106,160	2004
Tony Massenburg	$1,100,000	2004
Robert Horry	$1,100,000	2004
Vladimir Stepania	$1,100,000	2004
Stacey Augmon	$1,100,000	2004
Bryon Russell	$1,100,000	2004
Avery Johnson	$1,100,000	2004
Steve Smith	$1,100,000	2004
Kenny Anderson	$1,100,000	2004
Boris Diaw	$1,097,640	2004
Casey Jacobsen	$1,082,160	2004
Pavel Podkolzin	$1,061,880	2004
Zoran Planinic	$1,053,720	2004
Tayshaun Prince	$1,038,960	2004
Viktor Khryapa	$1,019,400	2004
Travis Outlaw	$1,011,600	2004
Travis Best	$1,000,000	2004
Raul Lopez	$997,320	2004
Samaki Walker	$995,046	2004
Brian Cook	$971,160	2004
Frank Williams	$957,480	2004
Nenad Krstic	$939,480	2004
Delonte West	$939,480	2004
Rick Brunson	$932,546	2004
Darvin Ham	$932,546	2004
Amal McCaskill	$932,546	2004
Brevin Knight	$932,546	2004
Jacque Vaughn	$932,546	2004
John Salmons	$925,680	2004
Kendall Gill	$912,195	2004
Carlos Delfino	$901,920	2004
Tony Allen	$901,920	2004
Ndudi Ebi	$901,440	2004
Maciej Lampe	$900,000	2004
Brian Scalabrine	$900,000	2004
Chris Jefferies	$899,040	2004
Dan Dickau	$893,400	2004
Reggie Evans	$880,000	2004
Kendrick Perkins	$875,400	2004
Kevin Martin	$872,040	2004
Bruno Sundov	$870,046	2004
Mikki Moore	$870,046	2004
Mark Pope	$870,046	2004
Adrian Griffin	$870,046	2004
Leandro Barbosa	$870,000	2004
Josh Howard	$863,640	2004
Sasha Vujacic	$846,840	2004
Michael Curry	$845,122	2004
Beno Udrih	$841,680	2004
David Harrison	$835,560	2004
Bobby Simmons	$825,000	2004
Milt Palacio	$807,546	2004
Anthony Carter	$807,546	2004
Zendon Hamilton	$807,546	2004
Scott Padgett	$807,546	2004
Ryan Bowen	$807,046	2004
Didier Ilunga-Mbenga	$800,000	2004
Anderson Varejao	$788,000	2004
Loren Woods	$755,000	2004
Keith McLeod	$750,000	2004
Mamadou N'diaye	$750,000	2004
Michael Ruffin	$745,046	2004
Laron Profit	$745,046	2004
Sean Marks	$745,046	2004
Lee Nailon	$745,046	2004
Mark Madsen	$745,046	2004
Wang Zhizhi	$745,046	2004
Keyon Dooling	$745,046	2004
Ansu Sesay	$745,046	2004
DerMarr Johnson	$745,046	2004
Rodney Buford	$745,046	2004
Mateen Cleaves	$735,960	2004
Marcus Fizer	$735,960	2004
Aleksandar Radojevic	$720,046	2004
Michael Bradley	$720,046	2004
Jamison Brewer	$720,046	2004
Tierre Brown	$720,046	2004
Eddie Gill	$720,046	2004
Jabari Smith Sr	$720,046	2004
Devin Brown	$695,046	2004
Maurice Evans	$695,046	2004
Matt Barnes	$695,046	2004
Richie Frahm	$695,046	2004
Ronald Murray	$695,046	2004
Junior Harrington	$695,046	2004
Eddie Griffin	$695,046	2004
Dan Gadzuric	$695,046	2004
Smush Parker	$695,046	2004
Jannero Pargo	$695,046	2004
Tamar Slay	$695,046	2004
Jamal Sampson	$695,046	2004
Steve Blake	$620,046	2004
Linton Johnson	$620,046	2004
Willie Green	$620,046	2004
Kyle Korver	$620,046	2004
Josh Davis	$620,046	2004
Brandon Hunter	$620,046	2004
Alex Garcia	$620,046	2004
Zaza Pachulia	$620,046	2004
Udonis Haslem	$620,046	2004
Jerome Beasley	$620,046	2004
Luke Walton	$620,046	2004
Quinton Ross	$620,046	2004
James Jones	$620,046	2004
Ronald Dupree	$620,046	2004
Francisco Elson	$620,046	2004
Tommy Smith	$620,046	2004
Theron Smith	$620,046	2004
Keith Bogans	$620,046	2004
Jason Kapono	$620,046	2004
Peter John Ramos	$600,000	2004
Lonny Baxter	$542,475	2004
Efthimios Rentzias	$516,865	2004
Kaniel Dickens	$483,938	2004
Lionel Chalmers	$450,000	2004
Royal Ivey	$425,000	2004
Donta Smith	$425,000	2004
Pape Sow	$385,277	2004
Matt Bonner	$385,277	2004
Romain Sato	$385,277	2004
Erik Daniels	$385,277	2004
Jackson Vroman	$385,277	2004
Mario Kasun	$385,277	2004
Damien Wilkins	$385,277	2004
Trevor Ariza	$385,277	2004
Antonio Burks	$385,277	2004
Andre Emmett	$385,277	2004
John Edwards	$385,277	2004
Andre Barrett	$385,277	2004
Luis Flores	$385,277	2004
Horace Jenkins	$385,277	2004
Arthur Johnson	$385,277	2004
Jared Reiner	$385,277	2004
Chris Duhon	$385,277	2004
Bernard Robinson	$385,277	2004
Justin Reed	$385,277	2004
Matt Freije	$380,579	2004
Corsley Edwards	$319,498	2004
Tony Bobbitt	$305,403	2004
Roger Mason	$203,428	2004
Jelani McCoy	$167,418	2004
Anthony Goldwire	$116,713	2004
Yuta Tabuse	$108,066	2004
Awvee Storey	$84,573	2004
Courtney Alexander	$79,029	2004
Tremaine Fowlkes	$79,029	2004
Geno Carlisle	$65,779	2004
Britton Johnsen	$45,369	2004
Anthony Miller	$34,118	2004
Shaquille O'Neal	$20,000,000	2005
Chris Webber	$19,125,000	2005
Allan Houston	$19,125,000	2005
Michael Finley	$18,612,500	2005
Kevin Garnett	$18,000,000	2005
Allen Iverson	$16,453,125	2005
Stephon Marbury	$16,453,125	2005
Jermaine O'Neal	$16,440,000	2005
Jason Kidd	$16,440,000	2005
Brian Grant	$16,006,220	2005
Kobe Bryant	$15,946,875	2005
Tim Duncan	$15,845,156	2005
Anfernee Hardaway	$15,750,000	2005
Jalen Rose	$15,694,250	2005
Grant Hill	$15,694,250	2005
Tracy McGrady	$15,694,250	2005
Keith Van Horn	$15,694,250	2005
Eddie Jones	$14,576,250	2005
Tim Thomas	$13,975,000	2005
Antonio Davis	$13,925,000	2005
Antawn Jamison	$13,843,156	2005
Dirk Nowitzki	$13,843,156	2005
Vince Carter	$13,843,156	2005
Paul Pierce	$13,843,156	2005
Shawn Marion	$13,700,000	2005
Steve Francis	$13,700,000	2005
Baron Davis	$13,700,000	2005
Ray Allen	$13,223,140	2005
Elton Brand	$13,152,000	2005
Michael Redd	$12,000,000	2005
Joe Johnson	$12,000,000	2005
Theo Ratliff	$11,666,666	2005
Carlos Boozer	$11,593,816	2005
Mike Bibby	$11,500,000	2005
Lamar Odom	$11,465,333	2005
Pau Gasol	$10,993,000	2005
Andrei Kirilenko	$10,983,000	2005
Rasheed Wallace	$10,860,000	2005
Derek Anderson	$10,763,000	2005
Zach Randolph	$10,666,667	2005
Kenyon Martin	$10,636,364	2005
Raef LaFrentz	$10,623,288	2005
Larry Hughes	$10,344,900	2005
Gilbert Arenas	$10,243,200	2005
Richard Jefferson	$10,200,000	2005
Jamal Mashburn	$10,075,000	2005
Wally Szczerbiak	$10,000,000	2005
Doug Christie	$9,775,000	2005
Steve Nash	$9,625,000	2005
Vin Baker	$9,183,333	2005
Marcus Camby	$9,150,000	2005
Maurice Taylor	$9,100,000	2005
Tyson Chandler	$9,000,000	2005
Shandon Anderson	$8,935,000	2005
Jason Richardson	$8,888,888	2005
Brad Miller	$8,750,000	2005
Zydrunas Ilgauskas	$8,740,000	2005
Erick Dampier	$8,662,500	2005
Kelvin Cato	$8,640,000	2005
Richard Hamilton	$8,625,000	2005
Rashard Lewis	$8,571,429	2005
Jamaal Magloire	$8,533,333	2005
Aaron McKie	$8,500,000	2005
Samuel Dalembert	$8,470,000	2005
Tony Parker	$8,400,000	2005
Jerry Stackhouse	$8,367,187	2005
Mehmet Okur	$8,250,000	2005
Andre Miller	$8,100,000	2005
Bonzi Wells	$8,000,000	2005
PJ Brown	$8,000,000	2005
Bobby Simmons	$8,000,000	2005
Austin Croshere	$7,900,000	2005
Lorenzen Wright	$7,700,000	2005
Jason Williams	$7,562,500	2005
Predrag Stojakovic	$7,500,000	2005
Kwame Brown	$7,500,000	2005
Ben Wallace	$7,500,000	2005
Manu Ginobili	$7,428,937	2005
Eddy Curry	$7,390,000	2005
Troy Murphy	$7,365,079	2005
Desmond Mason	$7,333,333	2005
Adonal Foyle	$7,312,500	2005
Calvin Booth	$7,255,098	2005
Darius Miles	$7,250,000	2005
Cuttino Mobley	$7,200,000	2005
Jonathan Bender	$7,175,000	2005
Corey Maggette	$7,000,000	2005
Al Harrington	$6,957,500	2005
Quentin Richardson	$6,940,000	2005
Antoine Walker	$6,880,000	2005
Sam Cassell	$6,875,000	2005
Metta World Peace	$6,842,105	2005
Mike Miller	$6,750,000	2005
Radoslav Nesterovic	$6,720,000	2005
Jason Terry	$6,666,667	2005
Jerome Williams	$6,620,063	2005
Kurt Thomas	$6,620,062	2005
Kenny Thomas	$6,500,000	2005
Jamal Crawford	$6,480,000	2005
Lamond Murray	$6,388,500	2005
Ruben Patterson	$6,353,200	2005
Todd MacCulloch	$6,353,200	2005
Joe Smith	$6,353,200	2005
Clarence Weatherspoon	$6,353,200	2005
Alvin Williams	$6,300,000	2005
Scot Pollard	$6,274,937	2005
Danny Fortson	$6,207,670	2005
Malik Rose	$6,008,750	2005
Corliss Williamson	$6,000,000	2005
Reggie Miller	$6,000,000	2005
Howard Eisley	$5,926,984	2005
Chauncey Billups	$5,909,800	2005
Ricky Davis	$5,909,800	2005
Michael Olowokandi	$5,900,400	2005
James Posey	$5,900,400	2005
Juwan Howard	$5,900,400	2005
Stephen Jackson	$5,610,000	2005
Yao Ming	$5,594,906	2005
Mark Blount	$5,515,875	2005
Nazr Mohammed	$5,500,000	2005
Jason Collins	$5,500,000	2005
Eric Snow	$5,484,375	2005
Eddie Robinson	$5,444,444	2005
Jamaal Tinsley	$5,400,000	2005
Etan Thomas	$5,393,300	2005
Hidayet Turkoglu	$5,393,300	2005
Brian Cardinal	$5,393,300	2005
Derek Fisher	$5,393,300	2005
Antonio McDyess	$5,393,300	2005
Marquis Daniels	$5,393,300	2005
Troy Hudson	$5,253,000	2005
Tony Battie	$5,200,000	2005
Alonzo Mourning	$5,138,500	2005
David Wesley	$5,070,000	2005
Matt Harpring	$5,020,000	2005
Devean George	$5,000,600	2005
Antonio Daniels	$5,000,000	2005
Shareef Abdur-Rahim	$5,000,000	2005
Jerome James	$5,000,000	2005
Marko Jaric	$5,000,000	2005
Udonis Haslem	$5,000,000	2005
Jeff Foster	$5,000,000	2005
Stromile Swift	$5,000,000	2005
Earl Watson	$5,000,000	2005
Gerald Wallace	$5,000,000	2005
Brian Skinner	$4,950,000	2005
Shane Battier	$4,903,000	2005
Donyell Marshall	$4,799,108	2005
Dan Gadzuric	$4,750,000	2005
Brent Barry	$4,691,390	2005
LeBron James	$4,621,800	2005
Brevin Knight	$4,600,000	2005
Morris Peterson	$4,550,000	2005
Marc Jackson	$4,550,000	2005
Mike Dunleavy	$4,506,261	2005
Chucky Atkins	$4,500,000	2005
Shawn Bradley	$4,500,000	2005
Dwight Howard	$4,493,160	2005
Greg Ostertag	$4,400,000	2005
Trenton Hassell	$4,350,000	2005
Andrew Bogut	$4,340,520	2005
Raja Bell	$4,250,000	2005
Moochie Norris	$4,200,000	2005
Eduardo Najera	$4,190,476	2005
Darko Milicic	$4,135,200	2005
Drew Gooden	$4,065,811	2005
Emeka Okafor	$4,020,120	2005
Brendan Haywood	$4,000,000	2005
Gordan Giricek	$4,000,000	2005
Sarunas Jasikevicius	$4,000,000	2005
Carlos Arroyo	$4,000,000	2005
Zaza Pachulia	$4,000,000	2005
Eric Williams	$3,938,000	2005
Marvin Williams	$3,883,560	2005
Rafer Alston	$3,850,000	2005
Chris Mihm	$3,792,817	2005
Damon Stoudamire	$3,750,000	2005
Carmelo Anthony	$3,713,640	2005
Evan Eschmeyer	$3,711,400	2005
Tariq Abdul-Wahad	$3,656,250	2005
Kyle Korver	$3,630,363	2005
Ben Gordon	$3,610,200	2005
Speedy Claxton	$3,600,000	2005
Greg Buckner	$3,595,926	2005
Damon Jones	$3,590,000	2005
Bob Sura	$3,520,000	2005
Voshon Lenard	$3,520,000	2005
Chris Andersen	$3,500,000	2005
Dale Davis	$3,500,000	2005
Othella Harrington	$3,500,000	2005
Tyronn Lue	$3,500,000	2005
Deron Williams	$3,487,400	2005
Mike James	$3,410,000	2005
Jeff McInnis	$3,400,000	2005
Aaron Williams	$3,375,000	2005
Bruce Bowen	$3,375,000	2005
Bobby Jackson	$3,375,000	2005
Tony Delk	$3,375,000	2005
Chris Bosh	$3,348,000	2005
Vitaly Potapenko	$3,320,000	2005
Shaun Livingston	$3,254,880	2005
Pat Garrity	$3,231,250	2005
George Lynch	$3,200,000	2005
Vladimir Radmanovic	$3,166,155	2005
Chris Paul	$3,144,240	2005
Keyon Dooling	$3,100,000	2005
Nenê	$3,039,889	2005
Dwyane Wade	$3,031,920	2005
Robert Horry	$3,000,000	2005
Stanislav Medvedenko	$3,000,000	2005
Zeljko Rebraca	$3,000,000	2005
Eric Piatkowski	$3,000,000	2005
Kareem Rush	$3,000,000	2005
Kevin Ollie	$2,950,200	2005
Ira Newble	$2,950,200	2005
Devin Harris	$2,947,440	2005
Iakovos Tsakalidis	$2,900,000	2005
Raymond Felton	$2,847,360	2005
Chris Wilcox	$2,812,239	2005
Steven Hunter	$2,800,000	2005
Chris Duhon	$2,800,000	2005
Andres Nocioni	$2,775,000	2005
Chris Kaman	$2,753,760	2005
DeShawn Stevenson	$2,750,000	2005
Earl Boykins	$2,750,000	2005
Primoz Brezec	$2,750,000	2005
Josh Childress	$2,677,200	2005
Jim Jackson	$2,640,000	2005
Michael Doleac	$2,640,000	2005
Amare Stoudemire	$2,589,023	2005
Brian Scalabrine	$2,586,207	2005
Martell Webster	$2,586,120	2005
Kirk Hinrich	$2,513,880	2005
Devin Brown	$2,500,000	2005
Juan Dixon	$2,500,000	2005
Damien Wilkins	$2,500,000	2005
Bostjan Nachbar	$2,500,000	2005
Arvydas Macijauskas	$2,500,000	2005
Eddie Griffin	$2,500,000	2005
Clifford Robinson	$2,500,000	2005
Caron Butler	$2,461,617	2005
Luol Deng	$2,443,920	2005
Jared Jeffries	$2,433,824	2005
Anthony Johnson	$2,420,000	2005
Melvin Ely	$2,401,027	2005
James Jones	$2,400,000	2005
Charlie Villanueva	$2,360,880	2005
Fred Jones	$2,328,843	2005
Fabricio Oberto	$2,325,000	2005
TJ Ford	$2,303,040	2005
Dan Dickau	$2,250,000	2005
Rafael Araujo	$2,238,960	2005
Darius Songaila	$2,200,000	2005
Jose Calderon	$2,190,000	2005
Jiri Welsch	$2,177,114	2005
Channing Frye	$2,162,880	2005
Mike Sweetney	$2,116,920	2005
Andre Iguodala	$2,058,000	2005
Jarvis Hayes	$2,011,080	2005
Matt Bonner	$2,000,000	2005
Mark Madsen	$2,000,000	2005
Toni Kukoc	$2,000,000	2005
Vlade Divac	$2,000,000	2005
Dikembe Mutombo	$2,000,000	2005
Derrick Coleman	$2,000,000	2005
Ike Diogu	$1,988,160	2005
Curtis Borchardt	$1,969,993	2005
Luke Jackson	$1,955,160	2005
Jake Voskuhl	$1,937,500	2005
Mickael Pietrus	$1,910,520	2005
Andrew Bynum	$1,888,680	2005
Jumaine Jones	$1,875,000	2005
Charlie Ward	$1,870,000	2005
Andris Biedrins	$1,857,360	2005
DeSagana Diop	$1,850,000	2005
Nick Collison	$1,815,000	2005
Jon Barry	$1,800,000	2005
Robert Swift	$1,764,480	2005
Tayshaun Prince	$1,763,115	2005
Ibo Kutluay	$1,760,000	2005
Fred Hoiberg	$1,760,000	2005
Maurice Williams	$1,760,000	2005
Wesley Person	$1,760,000	2005
Calbert Cheaney	$1,760,000	2005
Lindsey Hunter	$1,760,000	2005
Ron Mercer	$1,760,000	2005
Raul Lopez	$1,744,313	2005
Marcus Banks	$1,724,280	2005
Yaroslav Korolev	$1,704,480	2005
Jarron Collins	$1,700,000	2005
Sebastian Telfair	$1,676,280	2005
Michael Ruffin	$1,670,000	2005
Malik Allen	$1,670,000	2005
Scott Padgett	$1,670,000	2005
John Salmons	$1,669,001	2005
Jason Collier	$1,650,000	2005
Luke Ridnour	$1,638,000	2005
Sean May	$1,619,280	2005
Kris Humphries	$1,592,400	2005
Joel Przybilla	$1,560,000	2005
Reece Gaines	$1,556,160	2005
Jason Hart	$1,540,000	2005
Rashad McCants	$1,538,400	2005
Al Jefferson	$1,512,840	2005
Maurice Evans	$1,500,000	2005
Troy Bell	$1,478,280	2005
Antoine Wright	$1,461,360	2005
Kirk Snyder	$1,437,240	2005
Zarko Cabarkapa	$1,404,360	2005
Milt Palacio	$1,400,000	2005
Joey Graham	$1,388,400	2005
Josh Smith	$1,365,360	2005
Jermaine Jackson	$1,355,067	2005
David West	$1,334,160	2005
Danny Granger	$1,318,920	2005
Rasual Butler	$1,300,000	2005
JR Smith	$1,297,080	2005
Aleksandar Pavlovic	$1,274,160	2005
Gerald Green	$1,253,040	2005
Keith McLeod	$1,250,000	2005
Luke Walton	$1,250,000	2005
Dorell Wright	$1,238,640	2005
Dahntay Jones	$1,223,160	2005
Hakim Warrick	$1,196,520	2005
Jameer Nelson	$1,189,200	2005
Boris Diaw	$1,174,200	2005
Julius Hodge	$1,148,760	2005
Pavel Podkolzin	$1,141,560	2005
Nick Van Exel	$1,138,500	2005
Stacey Augmon	$1,138,500	2005
Bo Outlaw	$1,138,500	2005
Ervin Johnson	$1,138,500	2005
Gary Payton	$1,138,500	2005
Bryon Russell	$1,138,500	2005
Darrell Armstrong	$1,138,500	2005
Alan Henderson	$1,138,500	2005
Zoran Planinic	$1,127,280	2005
Nate Robinson	$1,102,680	2005
Reggie Evans	$1,100,000	2005
Jason Kapono	$1,100,000	2005
Matt Carroll	$1,100,000	2005
Viktor Khryapa	$1,095,960	2005
Jacque Vaughn	$1,094,550	2005
Travis Outlaw	$1,082,160	2005
Jarrett Jack	$1,058,640	2005
Brian Cook	$1,038,960	2005
Walter McCarty	$1,035,000	2005
Rick Brunson	$1,029,873	2005
Mikki Moore	$1,020,000	2005
Francisco Garcia	$1,016,400	2005
Sergey Monya	$1,016,400	2005
Nenad Krstic	$1,010,040	2005
Delonte West	$1,010,040	2005
Steve Blake	$1,000,000	2005
John Edwards	$1,000,000	2005
Luther Head	$975,600	2005
Carlos Delfino	$969,696	2005
Tony Allen	$969,696	2005
Ndudi Ebi	$964,320	2005
Darrick Martin	$946,646	2005
Kevin Martin	$937,440	2005
Johan Petro	$936,600	2005
Kendrick Perkins	$936,480	2005
Leandro Barbosa	$930,600	2005
Josh Howard	$923,880	2005
Sasha Vujacic	$910,440	2005
Jason Maxiell	$905,640	2005
Beno Udrih	$904,800	2005
Anthony Carter	$900,498	2005
Ryan Bowen	$900,498	2005
Maciej Lampe	$900,000	2005
David Harrison	$898,200	2005
Ronald Murray	$895,248	2005
Jannero Pargo	$895,248	2005
Didier Ilunga-Mbenga	$880,000	2005
Linas Kleiza	$879,360	2005
Keith Bogans	$869,373	2005
Wayne Simien	$867,720	2005
Anderson Varejao	$866,800	2005
David Lee	$861,360	2005
Sean Marks	$835,810	2005
Eddie House	$835,810	2005
Lee Nailon	$835,810	2005
Terence Morris	$835,810	2005
DerMarr Johnson	$835,810	2005
Eddie Gill	$819,551	2005
Michael Bradley	$819,550	2005
Loren Woods	$780,000	2005
Charles Smith	$771,123	2005
Adrian Griffin	$768,718	2005
Pat Burke	$750,000	2005
Nikoloz Tskitishvili	$745,248	2005
Smush Parker	$745,248	2005
Laron Profit	$745,248	2005
Lonny Baxter	$745,248	2005
Mike Wilks	$745,248	2005
Jamal Sampson	$719,373	2005
Ronald Dupree	$719,373	2005
Richie Frahm	$719,373	2005
Francisco Elson	$719,373	2005
Linton Johnson	$719,373	2005
Quinton Ross	$700,000	2005
Matt Barnes	$683,862	2005
Romain Sato	$682,051	2005
Trevor Ariza	$682,051	2005
Jackson Vroman	$682,051	2005
Mario Kasun	$682,050	2005
Lionel Chalmers	$682,050	2005
Salim Stoudamire	$675,000	2005
Peter John Ramos	$660,000	2005
Awvee Storey	$641,748	2005
Pape Sow	$641,748	2005
Ha Seung-Jin	$641,748	2005
Charlie Bell	$641,748	2005
Andre Emmett	$641,748	2005
Antonio Burks	$641,748	2005
Bernard Robinson	$641,748	2005
Justin Reed	$641,748	2005
Royal Ivey	$641,748	2005
Donta Smith	$641,748	2005
James Singleton	$625,000	2005
Qyntel Woods	$599,834	2005
Louis Williams	$450,000	2005
Daniel Ewing	$450,000	2005
Monta Ellis	$448,762	2005
Ryan Gomes	$428,762	2005
Chris Taft	$423,762	2005
Donell Taylor	$398,762	2005
Andray Blatche	$398,762	2005
Andre Owens	$398,762	2005
Robert Whaley	$398,762	2005
CJ Miles	$398,762	2005
Ronnie Price	$398,762	2005
Dijon Thompson	$398,762	2005
Shavlik Randolph	$398,762	2005
Travis Diener	$398,762	2005
Jackie Butler	$398,762	2005
Brandon Bass	$398,762	2005
Dwayne Jones	$398,762	2005
Bracey Wright	$398,762	2005
Ersan Ilyasova	$398,762	2005
Earl Barron	$398,762	2005
Lawrence Roberts	$398,762	2005
Anthony Roberson	$398,762	2005
Devin Green	$398,762	2005
Von Wafer	$398,762	2005
Boniface N'Dong	$398,762	2005
Amir Johnson	$398,762	2005
Alex Acker	$398,762	2005
Rawle Marshall	$398,762	2005
Josh Powell	$398,762	2005
Martynas Andriuskevicius	$398,762	2005
Eddie Basden	$398,762	2005
Kevin Burleson	$398,762	2005
Alan Anderson	$398,762	2005
Orien Greene	$398,762	2005
Esteban Batista	$398,762	2005
Samaki Walker	$364,223	2005
Gerald Fitch	$359,858	2005
Zendon Hamilton	$329,138	2005
Mateen Cleaves	$305,784	2005
John Thomas	$282,118	2005
Jared Reiner	$242,612	2005
Josh Davis	$193,003	2005
Dion Glover	$163,085	2005
Aaron Miles	$155,614	2005
Sean Banks	$150,751	2005
James Thomas	$148,698	2005
Sharrod Ford	$116,711	2005
Deng Gai	$92,396	2005
Anthony Goldwire	$74,652	2005
Randy Holcomb	$52,033	2005
Stephen Graham	$48,630	2005
Matt Walsh	$38,904	2005
Ben Handlogten	$35,091	2005
John Lucas	$34,041	2005
Kaniel Dickens	$31,305	2005
Melvin Sanders	$24,315	2005
Alex Scales	$24,315	2005
Kevin Garnett	$21,000,000	2006
Shaquille O'Neal	$20,000,000	2006
Michael Finley	$19,030,999	2006
Chris Webber	$18,261,024	2006
Jermaine O'Neal	$18,084,000	2006
Jason Kidd	$18,084,000	2006
Kobe Bryant	$17,718,750	2006
Tim Duncan	$17,429,672	2006
Stephon Marbury	$17,184,375	2006
Allen Iverson	$17,184,375	2006
Grant Hill	$16,901,500	2006
Tracy McGrady	$16,901,500	2006
Brian Grant	$16,786,950	2006
Jalen Rose	$16,141,500	2006
Ben Wallace	$16,000,000	2006
Eddie Jones	$15,395,472	2006
Antawn Jamison	$15,101,625	2006
Dirk Nowitzki	$15,101,625	2006
Vince Carter	$15,101,625	2006
Paul Pierce	$15,101,625	2006
Shawn Marion	$15,070,000	2006
Steve Francis	$15,070,000	2006
Baron Davis	$15,070,000	2006
Ray Allen	$14,611,570	2006
Elton Brand	$14,248,000	2006
Larry Hughes	$13,363,012	2006
Michael Redd	$13,260,000	2006
Joe Johnson	$12,744,189	2006
Mike Bibby	$12,500,000	2006
Amare Stoudemire	$12,455,000	2006
Yao Ming	$12,455,000	2006
Andrei Kirilenko	$12,364,000	2006
Pau Gasol	$12,364,000	2006
Lamar Odom	$12,348,596	2006
Kenyon Martin	$12,068,182	2006
Zach Randolph	$12,000,000	2006
Wally Szczerbiak	$11,775,000	2006
Theo Ratliff	$11,666,666	2006
Rasheed Wallace	$11,650,000	2006
Raef LaFrentz	$11,532,037	2006
Carlos Boozer	$11,260,483	2006
Richard Jefferson	$11,200,000	2006
Gilbert Arenas	$11,096,800	2006
Derek Anderson	$11,043,897	2006
Predrag Stojakovic	$10,800,000	2006
Steve Nash	$10,500,000	2006
Jason Richardson	$9,999,999	2006
Erick Dampier	$9,628,000	2006
Brad Miller	$9,625,000	2006
Samuel Dalembert	$9,464,307	2006
Tony Parker	$9,450,000	2006
Zydrunas Ilgauskas	$9,442,697	2006
Rashard Lewis	$9,350,649	2006
Jerry Stackhouse	$9,296,874	2006
Richard Hamilton	$9,187,500	2006
Tyson Chandler	$9,150,000	2006
Marcus Camby	$8,800,000	2006
Andre Miller	$8,733,333	2006
Bobby Simmons	$8,640,000	2006
Maurice Taylor	$8,565,918	2006
PJ Brown	$8,560,000	2006
Jamaal Magloire	$8,433,334	2006
Kwame Brown	$8,287,500	2006
Troy Murphy	$8,285,714	2006
Manu Ginobili	$8,254,375	2006
Mehmet Okur	$8,250,000	2006
Jason Williams	$8,250,000	2006
Eddy Curry	$8,171,103	2006
Cuttino Mobley	$8,125,000	2006
Adonal Foyle	$8,125,000	2006
Jason Terry	$8,100,000	2006
Aaron McKie	$8,070,874	2006
Desmond Mason	$8,037,037	2006
Nenê	$8,000,000	2006
Tayshaun Prince	$7,851,240	2006
Kurt Thomas	$7,821,482	2006
Darius Miles	$7,750,000	2006
Calvin Booth	$7,628,858	2006
Al Harrington	$7,625,000	2006
Mike Miller	$7,623,813	2006
Antoine Walker	$7,606,820	2006
Metta World Peace	$7,526,316	2006
Quentin Richardson	$7,525,500	2006
Malik Rose	$7,525,397	2006
Mike Dunleavy	$7,438,016	2006
Caron Butler	$7,438,000	2006
Austin Croshere	$7,300,000	2006
Mark Blount	$7,288,165	2006
Radoslav Nesterovic	$7,280,000	2006
Shandon Anderson	$7,244,726	2006
Jamal Crawford	$7,200,000	2006
Kenny Thomas	$7,187,500	2006
Jerome Williams	$7,014,400	2006
Corey Maggette	$7,000,000	2006
Speedy Claxton	$6,854,546	2006
Sam Cassell	$6,850,000	2006
Joe Smith	$6,807,000	2006
Ruben Patterson	$6,807,000	2006
Alonzo Mourning	$6,725,433	2006
Drew Gooden	$6,645,402	2006
Danny Fortson	$6,596,990	2006
Matt Harpring	$6,500,000	2006
Corliss Williamson	$6,500,000	2006
James Posey	$6,392,100	2006
Juwan Howard	$6,392,100	2006
Ricky Davis	$6,364,400	2006
Chauncey Billups	$6,364,400	2006
Chris Wilcox	$6,250,000	2006
Stephen Jackson	$6,120,000	2006
Eric Snow	$6,093,750	2006
Etan Thomas	$5,883,600	2006
Derek Fisher	$5,883,600	2006
Hidayet Turkoglu	$5,883,600	2006
Marquis Daniels	$5,883,600	2006
Antonio McDyess	$5,883,600	2006
Jamaal Tinsley	$5,850,000	2006
LeBron James	$5,828,090	2006
Jason Collins	$5,800,000	2006
Tony Battie	$5,746,000	2006
Donyell Marshall	$5,633,037	2006
Troy Hudson	$5,603,000	2006
Marko Jaric	$5,525,000	2006
Udonis Haslem	$5,525,000	2006
Gerald Wallace	$5,525,000	2006
Jeff Foster	$5,500,000	2006
Antonio Daniels	$5,400,000	2006
